-1.98668 0.71 0.71 2 41 1
-1.98473 0.708528 0.708528 2 41 1
-1.98326 0.707436 0.707436 2 41 1
-1.98104 0.705816 0.705816 2 41 1
-1.97765 0.703425 0.703425 2 41 1
-1.97248 0.699927 0.699927 2 41 1
-1.9645 0.694862 0.694862 2 41 1
-1.95362 0.688503 0.688503 2 41 1
-1.94236 0.682467 0.682467 2 41 1
-1.93073 0.676723 0.676723 2 41 1
-1.91877 0.671246 0.671246 2 41 1
-1.90649 0.666012 0.666012 2 41 1
-1.89392 0.661004 0.661004 2 41 1
-1.88107 0.656202 0.656202 2 41 1
-1.86796 0.65159 0.65159 2 41 1
-1.8546 0.647155 0.647155 2 41 1
-1.84101 0.642886 0.642886 2 41 1
-1.8272 0.638769 0.638769 2 41 1
-1.81317 0.634796 0.634796 2 41 1
-1.79895 0.630957 0.630957 2 41 1
-1.78453 0.627242 0.627242 2 41 1
-1.76993 0.623646 0.623646 2 41 1
-1.75516 0.620161 0.620161 2 41 1
-1.74021 0.616781 0.616781 2 41 1
-1.72511 0.613499 0.613499 2 41 1
-1.70985 0.610312 0.610312 2 41 1
-1.69444 0.607212 0.607212 2 41 1
-1.67889 0.604197 0.604197 2 41 1
-1.6632 0.601261 0.601261 2 41 1
-1.64738 0.598402 0.598402 2 41 1
-1.63143 0.595614 0.595614 2 41 1
-1.61535 0.592896 0.592896 2 41 1
-1.59915 0.590243 0.590243 2 41 1
-1.58284 0.587652 0.587652 2 41 1
-1.56641 0.585122 0.585122 2 41 1
-1.54988 0.582649 0.582649 2 41 1
-1.53324 0.580232 0.580232 2 41 1
-1.51649 0.577866 0.577866 2 41 1
-1.49964 0.575552 0.575552 2 41 1
-1.4827 0.573286 0.573286 2 41 1
-1.46566 0.571067 0.571067 2 41 1
-1.44853 0.568892 0.568892 2 41 1
-1.43131 0.566761 0.566761 2 41 1
-1.41401 0.564671 0.564671 2 41 1
-1.39661 0.562622 0.562622 2 41 1
-1.37914 0.560611 0.560611 2 41 1
-1.36158 0.558638 0.558638 2 41 1
-1.34394 0.5567 0.5567 2 41 1
-1.32623 0.554797 0.554797 2 41 1
-1.30844 0.552928 0.552928 2 41 1
-1.29057 0.551092 0.551092 2 41 1
-1.27264 0.549287 0.549287 2 41 1
-1.25463 0.547513 0.547513 2 41 1
-1.23655 0.545768 0.545768 2 41 1
-1.21841 0.544051 0.544051 2 41 1
-1.2002 0.542363 0.542363 2 41 1
-1.18193 0.540701 0.540701 2 41 1
-1.16359 0.539065 0.539065 2 41 1
-1.14519 0.537455 0.537455 2 41 1
-1.12672 0.53587 0.53587 2 41 1
-1.1082 0.534308 0.534308 2 41 1
-1.08962 0.532769 0.532769 2 41 1
-1.07098 0.531254 0.531254 2 41 1
-1.05228 0.52976 0.52976 2 41 1
-1.03353 0.528287 0.528287 2 41 1
-1.01473 0.526836 0.526836 2 41 1
-0.995866 0.525405 0.525405 2 41 1
-0.976953 0.523993 0.523993 2 41 1
-0.957988 0.522601 0.522601 2 41 1
-0.938973 0.521227 0.521227 2 41 1
-0.919907 0.519872 0.519872 2 41 1
-0.900792 0.518535 0.518535 2 41 1
-0.881629 0.517215 0.517215 2 41 1
-0.862417 0.515912 0.515912 2 41 1
-0.843159 0.514626 0.514626 2 41 1
-0.823855 0.513355 0.513355 2 41 1
-0.804505 0.512101 0.512101 2 41 1
-0.78511 0.510862 0.510862 2 41 1
-0.765671 0.509638 0.509638 2 41 1
-0.746189 0.508429 0.508429 2 41 1
-0.726664 0.507235 0.507235 2 41 1
-0.707097 0.506054 0.506054 2 41 1
-0.687488 0.504888 0.504888 2 41 1
-0.667838 0.503734 0.503734 2 41 1
-0.648148 0.502594 0.502594 2 41 1
-0.628418 0.501467 0.501467 2 41 1
-0.608649 0.500353 0.500353 2 41 1
-0.588841 0.499251 0.499251 2 41 1
-0.568995 0.498161 0.498161 2 41 1
-0.549111 0.497083 0.497083 2 41 1
-0.52919 0.496017 0.496017 2 41 1
-0.509233 0.494962 0.494962 2 41 1
-0.489239 0.493918 0.493918 2 41 1
-0.469209 0.492886 0.492886 2 41 1
-0.449145 0.491864 0.491864 2 41 1
-0.429045 0.490852 0.490852 2 41 1
-0.408911 0.489851 0.489851 2 41 1
-0.388743 0.48886 0.48886 2 41 1
-0.368541 0.487879 0.487879 2 41 1
-0.348307 0.486908 0.486908 2 41 1
-0.32804 0.485947 0.485947 2 41 1
-0.30774 0.484995 0.484995 2 41 1
-0.287408 0.484052 0.484052 2 41 1
-0.267045 0.483118 0.483118 2 41 1
-0.24665 0.482193 0.482193 2 41 1
-0.226225 0.481277 0.481277 2 41 1
-0.205769 0.480369 0.480369 2 41 1
-0.185283 0.47947 0.47947 2 41 1
-0.164768 0.47858 0.47858 2 41 1
-0.144222 0.477697 0.477697 2 41 1
-0.123648 0.476823 0.476823 2 41 1
-0.103045 0.475956 0.475956 2 41 1
-0.0824131 0.475097 0.475097 2 41 1
-0.0617531 0.474246 0.474246 2 41 1
-0.0410653 0.473403 0.473403 2 41 1
-0.0203499 0.472566 0.472566 2 41 1
0.000392922 0.471737 0.471737 2 41 1
0.0211628 0.470915 0.470915 2 41 1
0.0419593 0.470101 0.470101 2 41 1
0.0627823 0.469293 0.469293 2 41 1
0.0836316 0.468492 0.468492 2 41 1
0.104507 0.467697 0.467697 2 41 1
0.125408 0.46691 0.46691 2 41 1
0.146334 0.466129 0.466129 2 41 1
0.167285 0.465354 0.465354 2 41 1
0.188262 0.464585 0.464585 2 41 1
0.209263 0.463823 0.463823 2 41 1
0.230289 0.463067 0.463067 2 41 1
0.251338 0.462317 0.462317 2 41 1
0.272412 0.461573 0.461573 2 41 1
0.293509 0.460834 0.460834 2 41 1
0.314631 0.460102 0.460102 2 41 1
0.335775 0.459375 0.459375 2 41 1
0.356942 0.458654 0.458654 2 41 1
0.378133 0.457938 0.457938 2 41 1
0.399346 0.457228 0.457228 2 41 1
0.420581 0.456523 0.456523 2 41 1
0.441839 0.455824 0.455824 2 41 1
0.463119 0.455129 0.455129 2 41 1
0.48442 0.45444 0.45444 2 41 1
0.505744 0.453756 0.453756 2 41 1
0.527089 0.453077 0.453077 2 41 1
0.548455 0.452403 0.452403 2 41 1
0.569842 0.451734 0.451734 2 41 1
0.59125 0.451069 0.451069 2 41 1
0.612679 0.450409 0.450409 2 41 1
0.634129 0.449754 0.449754 2 41 1
0.655599 0.449104 0.449104 2 41 1
0.677089 0.448458 0.448458 2 41 1
0.698599 0.447817 0.447817 2 41 1
0.72013 0.44718 0.44718 2 41 1
0.74168 0.446548 0.446548 2 41 1
0.763249 0.44592 0.44592 2 41 1
0.784838 0.445296 0.445296 2 41 1
0.806446 0.444676 0.444676 2 41 1
0.828074 0.444061 0.444061 2 41 1
0.84972 0.44345 0.44345 2 41 1
0.871385 0.442842 0.442842 2 41 1
0.893069 0.442239 0.442239 2 41 1
0.914771 0.44164 0.44164 2 41 1
0.936492 0.441045 0.441045 2 41 1
0.958231 0.440453 0.440453 2 41 1
0.979988 0.439866 0.439866 2 41 1
1.00176 0.439282 0.439282 2 41 1
1.02356 0.438702 0.438702 2 41 1
1.04537 0.438126 0.438126 2 41 1
1.06719 0.437553 0.437553 2 41 1
1.08904 0.436984 0.436984 2 41 1
1.1109 0.436418 0.436418 2 41 1
1.13278 0.435856 0.435856 2 41 1
1.15468 0.435298 0.435298 2 41 1
1.17659 0.434743 0.434743 2 41 1
1.19852 0.434191 0.434191 2 41 1
1.22047 0.433643 0.433643 2 41 1
1.24243 0.433098 0.433098 2 41 1
1.26442 0.432556 0.432556 2 41 1
1.28641 0.432018 0.432018 2 41 1
1.30842 0.431483 0.431483 2 41 1
1.33045 0.430951 0.430951 2 41 1
1.3525 0.430422 0.430422 2 41 1
1.37456 0.429896 0.429896 2 41 1
1.39664 0.429374 0.429374 2 41 1
1.41873 0.428854 0.428854 2 41 1
1.44084 0.428338 0.428338 2 41 1
1.46296 0.427824 0.427824 2 41 1
1.4851 0.427313 0.427313 2 41 1
1.50725 0.426806 0.426806 2 41 1
1.52942 0.426301 0.426301 2 41 1
1.5516 0.425799 0.425799 2 41 1
1.5738 0.4253 0.4253 2 41 1
1.59602 0.424804 0.424804 2 41 1
1.61824 0.42431 0.42431 2 41 1
1.64049 0.423819 0.423819 2 41 1
1.66275 0.423331 0.423331 2 41 1
1.68502 0.422846 0.422846 2 41 1
1.7073 0.422363 0.422363 2 41 1
1.7296 0.421883 0.421883 2 41 1
1.75192 0.421406 0.421406 2 41 1
1.77425 0.420931 0.420931 2 41 1
1.79659 0.420459 0.420459 2 41 1
1.81895 0.419989 0.419989 2 41 1
1.84132 0.419522 0.419522 2 41 1
1.8637 0.419057 0.419057 2 41 1
1.8861 0.418594 0.418594 2 41 1
1.90851 0.418135 0.418135 2 41 1
1.93094 0.417677 0.417677 2 41 1
1.95338 0.417222 0.417222 2 41 1
1.97583 0.416769 0.416769 2 41 1
1.99829 0.416319 0.416319 2 41 1
2.02077 0.415871 0.415871 2 41 1
2.04326 0.415425 0.415425 2 41 1
2.06577 0.414982 0.414982 2 41 1
2.08828 0.41454 0.41454 2 41 1
2.11081 0.414101 0.414101 2 41 1
2.13336 0.413665 0.413665 2 41 1
2.15591 0.41323 0.41323 2 41 1
2.17848 0.412798 0.412798 2 41 1
2.20106 0.412367 0.412367 2 41 1
2.22365 0.411939 0.411939 2 41 1
2.24626 0.411513 0.411513 2 41 1
2.26888 0.411089 0.411089 2 41 1
2.29151 0.410667 0.410667 2 41 1
2.31415 0.410248 0.410248 2 41 1
2.33681 0.40983 0.40983 2 41 1
2.35947 0.409414 0.409414 2 41 1
2.38215 0.409 0.409 2 41 1
2.40484 0.408589 0.408589 2 41 1
2.42754 0.408179 0.408179 2 41 1
2.45026 0.407771 0.407771 2 41 1
2.47298 0.407365 0.407365 2 41 1
2.49572 0.406961 0.406961 2 41 1
2.51847 0.406559 0.406559 2 41 1
2.54123 0.406159 0.406159 2 41 1
2.564 0.405761 0.405761 2 41 1
2.58679 0.405364 0.405364 2 41 1
2.60958 0.40497 0.40497 2 41 1
2.63239 0.404577 0.404577 2 41 1
2.65521 0.404186 0.404186 2 41 1
2.67804 0.403797 0.403797 2 41 1
2.70087 0.403409 0.403409 2 41 1
2.72373 0.403023 0.403023 2 41 1
2.74659 0.40264 0.40264 2 41 1
2.76946 0.402257 0.402257 2 41 1
2.79234 0.401877 0.401877 2 41 1
2.81524 0.401498 0.401498 2 41 1
2.83814 0.401121 0.401121 2 41 1
2.86106 0.400746 0.400746 2 41 1
2.88399 0.400372 0.400372 2 41 1
2.90692 0.4 0.4 2 41 1
2.92987 0.399629 0.399629 2 41 1
2.95283 0.39926 0.39926 2 41 1
2.9758 0.398893 0.398893 2 41 1
2.99878 0.398527 0.398527 2 41 1
3.02177 0.398163 0.398163 2 41 1
3.04477 0.397801 0.397801 2 41 1
3.06778 0.39744 0.39744 2 41 1
3.0908 0.397081 0.397081 2 41 1
3.11383 0.396723 0.396723 2 41 1
3.13687 0.396366 0.396366 2 41 1
3.15992 0.396012 0.396012 2 41 1
3.18298 0.395658 0.395658 2 41 1
3.20605 0.395306 0.395306 2 41 1
3.22913 0.394956 0.394956 2 41 1
3.25222 0.394607 0.394607 2 41 1
3.27532 0.39426 0.39426 2 41 1
3.29843 0.393914 0.393914 2 41 1
3.32155 0.393569 0.393569 2 41 1
3.34468 0.393226 0.393226 2 41 1
3.36782 0.392884 0.392884 2 41 1
3.39097 0.392544 0.392544 2 41 1
3.41413 0.392205 0.392205 2 41 1
3.43729 0.391867 0.391867 2 41 1
3.46047 0.391531 0.391531 2 41 1
3.48366 0.391196 0.391196 2 41 1
3.50685 0.390863 0.390863 2 41 1
3.53006 0.39053 0.39053 2 41 1
3.55327 0.3902 0.3902 2 41 1
3.5765 0.38987 0.38987 2 41 1
3.59973 0.389542 0.389542 2 41 1
3.62297 0.389215 0.389215 2 41 1
3.64622 0.388889 0.388889 2 41 1
3.66948 0.388565 0.388565 2 41 1
3.69275 0.388242 0.388242 2 41 1
3.71603 0.38792 0.38792 2 41 1
3.73932 0.387599 0.387599 2 41 1
3.76261 0.38728 0.38728 2 41 1
3.78592 0.386962 0.386962 2 41 1
3.80923 0.386645 0.386645 2 41 1
3.83255 0.386329 0.386329 2 41 1
3.85588 0.386015 0.386015 2 41 1
3.87922 0.385702 0.385702 2 41 1
3.90257 0.38539 0.38539 2 41 1
3.92593 0.385079 0.385079 2 41 1
3.94929 0.384769 0.384769 2 41 1
3.97267 0.38446 0.38446 2 41 1
3.99605 0.384153 0.384153 2 41 1
4.01944 0.383847 0.383847 2 41 1
4.04284 0.383542 0.383542 2 41 1
4.06625 0.383238 0.383238 2 41 1
4.08967 0.382935 0.382935 2 41 1
4.11309 0.382633 0.382633 2 41 1
4.13652 0.382333 0.382333 2 41 1
4.15997 0.382033 0.382033 2 41 1
4.18342 0.381735 0.381735 2 41 1
4.20687 0.381438 0.381438 2 41 1
4.23034 0.381141 0.381141 2 41 1
4.25381 0.380846 0.380846 2 41 1
4.2773 0.380552 0.380552 2 41 1
4.30079 0.380259 0.380259 2 41 1
4.32428 0.379967 0.379967 2 41 1
4.34779 0.379676 0.379676 2 41 1
4.3713 0.379387 0.379387 2 41 1
4.39483 0.379098 0.379098 2 41 1
4.41836 0.37881 0.37881 2 41 1
4.44189 0.378523 0.378523 2 41 1
4.46544 0.378237 0.378237 2 41 1
4.48899 0.377953 0.377953 2 41 1
4.51256 0.377669 0.377669 2 41 1
4.53612 0.377386 0.377386 2 41 1
4.5597 0.377104 0.377104 2 41 1
4.58329 0.376824 0.376824 2 41 1
4.60688 0.376544 0.376544 2 41 1
4.63048 0.376265 0.376265 2 41 1
4.65409 0.375987 0.375987 2 41 1
4.6777 0.37571 0.37571 2 41 1
4.70132 0.375434 0.375434 2 41 1
4.72495 0.375159 0.375159 2 41 1
4.74859 0.374885 0.374885 2 41 1
4.77224 0.374612 0.374612 2 41 1
4.79589 0.37434 0.37434 2 41 1
4.81955 0.374068 0.374068 2 41 1
4.84321 0.373798 0.373798 2 41 1
4.86689 0.373529 0.373529 2 41 1
4.89057 0.37326 0.37326 2 41 1
4.91426 0.372992 0.372992 2 41 1
4.93796 0.372726 0.372726 2 41 1
4.96166 0.37246 0.37246 2 41 1
4.98537 0.372195 0.372195 2 41 1
5.00909 0.371931 0.371931 2 41 1
5.03281 0.371667 0.371667 2 41 1
5.05655 0.371405 0.371405 2 41 1
5.08028 0.371144 0.371144 2 41 1
5.10403 0.370883 0.370883 2 41 1
5.12778 0.370623 0.370623 2 41 1
5.15154 0.370364 0.370364 2 41 1
5.17531 0.370106 0.370106 2 41 1
5.19909 0.369849 0.369849 2 41 1
5.22287 0.369592 0.369592 2 41 1
5.24666 0.369337 0.369337 2 41 1
5.27045 0.369082 0.369082 2 41 1
5.29425 0.368828 0.368828 2 41 1
5.31806 0.368575 0.368575 2 41 1
5.34188 0.368322 0.368322 2 41 1
5.3657 0.368071 0.368071 2 41 1
5.38953 0.36782 0.36782 2 41 1
5.41336 0.36757 0.36757 2 41 1
5.43721 0.367321 0.367321 2 41 1
5.46106 0.367072 0.367072 2 41 1
5.48491 0.366825 0.366825 2 41 1
5.50877 0.366578 0.366578 2 41 1
5.53264 0.366332 0.366332 2 41 1
5.55652 0.366087 0.366087 2 41 1
5.58039 0.365841 0.365841 2 41 1
5.60428 0.365597 0.365597 2 41 1
5.62818 0.365354 0.365354 2 41 1
5.65208 0.365112 0.365112 2 41 1
5.67599 0.364871 0.364871 2 41 1
5.6999 0.36463 0.36463 2 41 1
5.72382 0.36439 0.36439 2 41 1
5.74775 0.36415 0.36415 2 41 1
5.77169 0.363912 0.363912 2 41 1
5.79563 0.363674 0.363674 2 41 1
5.81957 0.363437 0.363437 2 41 1
5.84353 0.3632 0.3632 2 41 1
5.86748 0.362965 0.362965 2 41 1
5.89145 0.36273 0.36273 2 41 1
